TF,gene,effect
ArcA,gabD,-
ArcA,gabP,-
ArcA,gabT,-
ArcA,lhgO,-
ArcA,rpoS,-
ArcA,yqcA,-
ArcA,truC,-
ArcA,yqcC,-
ArcA,gcvA,+
ArcA,gcvA,-
ArcA,glcA,-
ArcA,glcB,-
ArcA,glcD,-
ArcA,glcE,-
ArcA,glcF,-
ArcA,glcG,-
ArcA,glcD,-
ArcA,glcE,-
ArcA,glcF,-
ArcA,glcG,-
ArcA,glcB,-
ArcA,glcA,-
ArcA,glcC,-
ArcA,hybG,+
ArcA,hybF,+
ArcA,hybE,+
ArcA,hybD,+
ArcA,hybC,+
ArcA,hybB,+
ArcA,hybA,+
ArcA,hybO,+
ArcA,hybO,-
ArcA,hybA,-
ArcA,hybB,-
ArcA,hybC,-
ArcA,hybD,-
ArcA,hybE,-
ArcA,hybF,-
ArcA,hybG,-
ArcA,yghW,+
ArcA,ygjD,+
ArcA,ygjD,-
ArcA,dnaG,+
ArcA,rpoD,+
ArcA,rpsU,+
ArcA,aer,-
ArcA,ygjG,-
ArcA,ygjG,+
ArcA,fadH,-
ArcA,fadH,+
ArcA,fadH,-
ArcA,sstT,+
ArcA,uxaA,+
ArcA,uxaA,-
ArcA,uxaC,+
ArcA,uxaC,-
ArcA,exuT,+
ArcA,exuT,-
ArcA,nlpI,+
ArcA,pnp,+
ArcA,pnp,-
ArcA,rpsO,+
ArcA,rpsO,-
ArcA,infB,+
ArcA,metY,+
ArcA,nusA,+
ArcA,rbfA,+
ArcA,rimP,+
ArcA,truB,+
ArcA,argG,+
ArcA,argG,-
ArcA,leuU,+
ArcA,secG,+
ArcA,rpmA,+
ArcA,rplU,+
ArcA,yhcC,+
ArcA,yhcC,-
ArcA,gltB,+
ArcA,gltD,+
ArcA,gltF,+
ArcA,gltB,-
ArcA,gltD,-
ArcA,gltF,-
ArcA,mdh,-
ArcA,mdh,-
ArcA,argR,+
ArcA,rpsQ,-
ArcA,rpmC,-
ArcA,rplP,-
ArcA,rpsC,-
ArcA,rplV,-
ArcA,rpsS,-
ArcA,rplB,-
ArcA,rplW,-
ArcA,rplD,-
ArcA,rplC,-
ArcA,rpsJ,-
ArcA,nudE,-
ArcA,yrfF,+
ArcA,yhgE,+
ArcA,pck,+
ArcA,pck,-
ArcA,feoA,+
ArcA,feoB,+
ArcA,feoC,+
ArcA,feoA,-
ArcA,feoB,-
ArcA,feoC,-
ArcA,glpR,-
ArcA,glpR,+
ArcA,glpG,-
ArcA,glpG,+
ArcA,glpE,-
ArcA,glpE,+
ArcA,glpD,-
ArcA,glpD,-
ArcA,ugpQ,-
ArcA,ugpC,-
ArcA,ugpE,-
ArcA,ugpA,-
ArcA,ugpB,-
ArcA,yhhJ,+
ArcA,rbbA,+
ArcA,yhiI,+
ArcA,gadE,+
ArcA,gadW,+
ArcA,gadX,+
ArcA,gadA,+
ArcA,gadX,+
ArcA,yhjE,-
ArcA,dctA,-
ArcA,dppA,+
ArcA,dppB,+
ArcA,dppC,+
ArcA,dppD,+
ArcA,dppF,+
ArcA,dppA,-
ArcA,dppB,-
ArcA,dppC,-
ArcA,dppD,-
ArcA,dppF,-
ArcA,yhjX,+
ArcA,yhjX,-
ArcA,yiaG,-
ArcA,cspA,-
ArcA,xylR,+
ArcA,avtA,+
ArcA,avtA,-
ArcA,lldP,-
ArcA,lldP,+
ArcA,lldP,-
ArcA,lldR,-
ArcA,lldR,+
ArcA,lldR,-
ArcA,lldD,-
ArcA,lldD,+
ArcA,lldD,-
ArcA,mutM,+
ArcA,rpmB,+
ArcA,rpmG,+
ArcA,nepI,+
ArcA,nepI,-
ArcA,recF,+
ArcA,recF,-
ArcA,dnaN,+
ArcA,dnaN,-
ArcA,dnaA,+
ArcA,dnaA,-
ArcA,rpmH,+
ArcA,rnpA,+
ArcA,yieE,+
ArcA,yieE,-
ArcA,yieF,+
ArcA,yieF,-
ArcA,rhlB,-
ArcA,trxA,+
ArcA,rhoL,+
ArcA,rho,+
ArcA,yigF,+
ArcA,yigF,-
ArcA,yigG,+
ArcA,yigG,-
ArcA,yigI,-
ArcA,pldA,+
ArcA,fadA,-
ArcA,fadA,-
ArcA,fadB,-
ArcA,fadB,-
ArcA,pepQ,+
ArcA,pepQ,-
ArcA,yigZ,+
ArcA,yigZ,-
ArcA,trkH,+
ArcA,trkH,-
ArcA,hemG,+
ArcA,hemG,-
ArcA,fdhE,+
ArcA,fdoI,+
ArcA,fdoH,+
ArcA,fdoG,+
ArcA,rhaT,-
ArcA,sodA,-
ArcA,sthA,-
ArcA,fabR,+
ArcA,yijD,+
ArcA,thiH,-
ArcA,thiG,-
ArcA,thiF,-
ArcA,thiE,-
ArcA,thiC,-
ArcA,aceB,-
ArcA,aceA,-
ArcA,aceK,-
ArcA,ubiC,-
ArcA,ubiC,+
ArcA,ubiC,-
ArcA,ubiA,-
ArcA,ubiA,+
ArcA,ubiA,-
ArcA,uvrA,-
ArcA,ssb,-
ArcA,acs,-
ArcA,actP,-
ArcA,yjcH,-
ArcA,nrfA,+
ArcA,nrfB,+
ArcA,nrfC,+
ArcA,nrfD,+
ArcA,nrfE,+
ArcA,nrfF,+
ArcA,nrfG,+
ArcA,phnP,+
ArcA,phnP,-
ArcA,phnO,+
ArcA,phnO,-
ArcA,phnN,+
ArcA,phnN,-
ArcA,phnM,+
ArcA,phnM,-
ArcA,phnL,+
ArcA,phnL,-
ArcA,phnK,+
ArcA,phnK,-
ArcA,phnJ,+
ArcA,phnJ,-
ArcA,phnI,+
ArcA,phnI,-
ArcA,phnH,+
ArcA,phnH,-
ArcA,phnG,+
ArcA,phnG,-
ArcA,phnF,+
ArcA,phnF,-
ArcA,phnE_2,+
ArcA,phnE_2,-
ArcA,phnE_1,+
ArcA,phnE_1,-
ArcA,phnD,+
ArcA,phnD,-
ArcA,phnC,+
ArcA,phnC,-
ArcA,fumB,+
ArcA,dcuB,+
ArcA,fumB,+
ArcA,dcuB,-
ArcA,fumB,-
ArcA,cadB,-
ArcA,cadA,-
ArcA,dcuA,+
ArcA,cycA,+
ArcA,cycA,-
ArcA,treB,+
ArcA,treC,+
ArcA,yjiJ,+
ArcA,yjiJ,-
ArcA,yjiR,+
ArcA,yjiR,-
ArcA,yjiS,+
ArcA,yjiS,-
ArcA,osmY,-
ArcA,arcA,+
ArcA,yjjY,+
ArcA,yjjY,-
ArcA,thiS,-
ArcA,csrB,-
ArcA,psrD,+
ArcA,isrB,+
ArcA,isrB,-
ArcA,micF,+
ArcA,gcvB,+
ArcA,gcvB,-
ArcA,psrO,+
ArcA,psrO,-
ArcA,arcZ,-
ArcA,yecJ,+
ArcA,yecJ,-
ArcA,azuC,+
ArcA,azuC,-
HdfR,flhD,-
HdfR,flhC,-
HdfR,gltB,+
HdfR,gltD,+
HdfR,gltF,+
Ada,ada,-
Ada,alkB,-
AraC,araA,-
AraC,araB,-
AraC,araC,-
AraC,araD,-
ArcA,sdhC,-
ArcA,sdhD,-
ArcA,sdhA,-
ArcA,sdhB,-
ArcA,sucA,-
ArcA,sucB,-
ArcA,sucC,-
ArcA,sucD,-
Crp,araJ,-
Crp,cdd,-
Crp,crp,-
Crp,dadA,-
Crp,dadX,-
Crp,deoC,+
Crp,deoA,+
Crp,deoB,+
Crp,deoD,+
Crp,deoC,-
Crp,deoA,-
Crp,deoB,-
Crp,deoD,-
Crp,dusB,+
Crp,dusB,-
Crp,fis,+
Crp,fis,-
Crp,fumC,-
Crp,yiaK,-
Crp,yiaL,-
Crp,yiaM,-
Crp,yiaN,-
Crp,yiaO,-
Crp,lyxK,-
Crp,sgbH,-
Crp,sgbU,-
Crp,sgbE,-
Crp,malI,-
Crp,manA,-
Crp,nupG,+
Crp,nupG,-
Crp,nupG,-
Crp,pck,-
Crp,treB,+
Crp,treC,+
Crp,udp,-
Crp,ycdZ,-
Crp,yhfA,-
ChbR,chbA,-
ChbR,chbB,-
ChbR,chbC,-
ChbR,chbF,-
ChbR,chbG,-
ChbR,chbR,-
DnaA,nrdA,-
DnaA,nrdB,-
DnaA,yfaE,-
Fnr,fdnG,-
Fnr,fdnH,-
Fnr,fdnI,-
Fnr,ompW,-
Fis,ndh,-
Fis,rnpB,-
Fur,tonB,-
GutR,gutM,-
GutR,gutQ,-
GutR,srlA,-
GutR,srlB,-
GutR,srlD,-
GutR,srlE,-
GutR,srlR,-
HigB;higA,higA,-
HigB;higA,higB,-
IhfA;ihfB,cysG,-
IhfA;ihfB,nirB,-
IhfA;ihfB,nirC,-
IhfA;ihfB,nirD,-
IhfA;ihfB,norV,-
IhfA;ihfB,norW,-
IhfA;ihfB,nrfA,-
IhfA;ihfB,nrfB,-
IhfA;ihfB,nrfC,-
IhfA;ihfB,nrfD,-
IhfA;ihfB,nrfE,-
IhfA;ihfB,nrfF,-
IhfA;ihfB,nrfG,-
IhfA;ihfB,ompF,-
IhfA;ihfB,ssuA,-
IhfA;ihfB,ssuB,-
IhfA;ihfB,ssuC,-
IhfA;ihfB,ssuD,-
IhfA;ihfB,ssuE,-
LldR,lldD,-
LldR,lldP,-
LldR,lldR,-
MelR,melA,-
MelR,melB,-
MelR,melR,-
MetR,glyA,-
NarL,nrfA,+
NarL,nrfA,-
NarL,nrfB,+
NarL,nrfB,-
NarL,nrfC,+
NarL,nrfC,-
NarL,nrfD,+
NarL,nrfD,-
NarL,nrfE,+
NarL,nrfE,-
NarL,nrfF,+
NarL,nrfF,-
NarL,nrfG,+
NarL,nrfG,-
NhaR,nhaA,-
NhaR,nhaR,-
NtrC,glnH,-
NtrC,glnP,-
NtrC,glnQ,-
OmpR,ompF,+
OmpR,ompF,-
OmpR,ompF,-
RelB;relE,hokD,-
RelB;relE,relB,-
RelB;relE,relE,-
RhaS,rhaR,-
RhaS,rhaS,-
RhaS,rhaT,+
RhaS,rhaT,-
SutR,sutR,-
TdcR,tdcA,+
TdcR,tdcB,+
TdcR,tdcC,+
TdcR,tdcD,+
TdcR,tdcE,+
TdcR,tdcF,+
TdcR,tdcG,+
TyrR,tyrP,-
YefM;yoeB,yefM,-
YefM;yoeB,yoeB,-
